"Einheit";"Haus";"Wohnung";"Wohngebiet";"Geschoss";"Wohnfläche";"Raumanzahl";"Dusche";"Wanne";"Aufzug";"Balkon/Terasse";"Einstufung Mietkosten";"Geschlecht";"Einzug";"Wohndauer in Monaten";"Altereinstufung";"Personenanzahl";"Haustier";"Mahnverfahren"
125;4;40;"Hohenstücken ";"2. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"M";08/01/95;340;4;1;"nein";"ja"
108;3;19;"Hohenstücken ";"3. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"M";05/01/95;343;4;3;"nein";"ja"
68;3;19;"Hohenstücken ";"3. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"W";12/01/18;60;2;2;"nein";"ja"
42;1;2;"Hohenstücken ";"4. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"M";09/01/18;63;2;2;"nein";"nein"
56;1;3;"Hohenstücken ";"4. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";2;"M";06/01/05;222;4;2;"nein";"nein"
179;4;40;"Hohenstücken ";"Erdgeschoss";65.83;3;"ja";"nein";"nein";"ja";2;"W";08/01/94;352;4;2;"nein";"nein"
44;1;6;"Hohenstücken ";"Erdgeschoss";66.23;3;"ja";"nein";"nein";"ja";2;"M";09/01/79;504;5;2;"ja";"nein"
44;1;6;"Hohenstücken ";"Erdgeschoss";66.23;3;"ja";"nein";"nein";"ja";"\N";"W";10/01/21;26;4;1;"nein";"nein"
206;2;13;"Hohenstücken ";"1. Obergeschoss";82.74;4;"nein";"ja";"nein";"ja";3;"M";12/01/82;492;4;1;"nein";"nein"
104;1;18;"Hohenstücken ";"1. Obergeschoss";76.19;4;"ja";"nein";"nein";"ja";3;"M";01/01/08;191;4;4;"nein";"nein"
24;1;4;"Hohenstücken ";"2. Obergeschoss";82.74;4;"ja";"nein";"nein";"ja";3;"M";05/01/05;223;3;4;"nein";"ja"
147;4;36;"Hohenstücken ";"2. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"M";07/01/08;185;4;1;"nein";"nein"
132;1;4;"Hohenstücken ";"3. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"M";10/01/78;542;"\N";1;"nein";"nein"
123;4;131;"Hohenstücken ";"4. Obergeschoss";76.19;4;"nein";"ja";"nein";"ja";3;"W";11/01/06;205;3;4;"nein";"nein"
85;2;14;"Hohenstücken ";"3. Obergeschoss";165.48;8;"nein";"ja";"nein";"ja";4;"M";04/01/12;140;3;1;"nein";"nein"
207;2;16;"Hohenstücken ";"Erdgeschoss";61.14;2;"ja";"nein";"nein";"ja";2;"W";11/01/21;25;3;2;"nein";"nein"
103;2;157;"Hohenstücken ";"Erdgeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"M";10/01/78;;5;1;"nein";"nein"
103;2;157;"Hohenstücken ";"Erdgeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"W";09/01/22;15;4;1;"nein";"nein"
82;3;24;"Hohenstücken ";"1. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"M";11/01/90;397;4;1;"nein";"nein"
105;1;6;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";09/01/17;75;4;1;"nein";"nein"
158;2;17;"Hohenstücken ";"2. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";07/01/15;101;3;3;"nein";"nein"
119;6;46;"Hohenstücken ";"2. Obergeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"W";01/01/07;203;4;2;"nein";"nein"
139;2;19;"Hohenstücken ";"3. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"M";11/01/18;61;3;6;"nein";"nein"
149;3;21;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";11/01/17;73;2;3;"nein";"nein"
114;1;2;"Hohenstücken ";"4. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";09/01/15;99;3;3;"nein";"ja"
208;1;2;"Hohenstücken ";"Erdgeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"W";12/01/19;48;3;1;"nein";"ja"
29;3;20;"Hohenstücken ";"Erdgeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"M";06/01/19;54;4;1;"nein";"nein"
64;3;24;"Hohenstücken ";"1. Obergeschoss";61.13;2;"ja";"nein";"nein";"ja";2;"W";03/01/21;33;4;1;"nein";"nein"
110;3;30;"Hohenstücken ";"1. Obergeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"M";07/01/92;341;3;1;"nein";"ja"
110;3;30;"Hohenstücken ";"1. Obergeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"W";08/01/21;28;4;1;"ja";"nein"
115;3;20;"Hohenstücken ";"2. Obergeschoss";61;2;"nein";"ja";"nein";"ja";2;"M";05/01/21;31;2;1;"nein";"nein"
243;1;16;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";10/01/05;218;4;2;"nein";"nein"
46;3;13;"Hohenstücken ";"3. Obergeschoss";61.13;2;"nein";"ja";"nein";"ja";2;"W";12/01/96;290;4;1;"nein";"ja"
46;3;13;"Hohenstücken ";"3. Obergeschoss";61.13;2;"nein";"ja";"nein";"ja";2;"W";09/01/21;27;2;2;"nein";"ja"
170;1;6;"Hohenstücken ";"4. Obergeschoss";61.09;2;"ja";"nein";"nein";"ja";2;"W";06/01/21;27;2;1;"ja";"nein"
10;1;5;"Hohenstücken ";"Erdgeschoss";61;2;"nein";"ja";"nein";"ja";2;"W";04/01/16;52;5;1;"nein";"nein"
10;1;5;"Hohenstücken ";"Erdgeschoss";61;2;"nein";"ja";"nein";"ja";2;"W";11/01/21;25;4;2;"nein";"nein"
51;4;31;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";07/01/05;221;5;2;"nein";"nein"
130;5;42;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";08/01/08;184;5;1;"nein";"nein"
105;1;7;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";09/01/01;267;5;1;"nein";"ja"
213;1;5;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";11/01/16;85;5;1;"nein";"nein"
141;7;68;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";09/01/15;99;4;1;"nein";"nein"
29;1;2;"Hohenstücken ";"Erdgeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"M";02/01/18;25;2;3;"nein";"ja"
29;1;2;"Hohenstücken ";"Erdgeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"W";08/01/20;40;3;1;"nein";"nein"
98;1;4;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";12/01/80;516;4;1;"nein";"nein"
140;2;12;"Hohenstücken ";"1. Obergeschoss";61.13;3;"ja";"ja";"nein";"ja";2;"W";04/01/18;65;5;2;"nein";"nein"
140;2;12;"Hohenstücken ";"1. Obergeschoss";61.13;3;"ja";"ja";"nein";"ja";2;"M";11/01/23;1;3;2;"nein";"nein"
27;2;10;"Hohenstücken ";"1. Obergeschoss";77.72;4;"ja";"nein";"nein";"ja";2;"M";10/01/19;21;2;4;"nein";"nein"
27;2;10;"Hohenstücken ";"1. Obergeschoss";77.72;4;"ja";"nein";"nein";"ja";3;"W";04/01/22;20;2;3;"nein";"nein"
109;2;16;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";12/01/20;36;4;2;"nein";"nein"
72;1;7;"Hohenstücken ";"2. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"M";06/01/11;150;3;3;"nein";"ja"
64;2;9;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";07/01/21;25;2;2;"nein";"ja"
237;4;35;"Hohenstücken ";"3. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"M";12/01/19;11;3;3;"nein";"ja"
237;4;35;"Hohenstücken ";"3. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"M";12/01/20;28;5;1;"nein";"nein"
161;1;5;"Hohenstücken ";"4. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"M";12/01/16;84;2;4;"nein";"ja"
124;4;36;"Hohenstücken ";"Erdgeschoss";60.84;2;"ja";"nein";"nein";"ja";2;"W";05/01/22;19;5;1;"nein";"nein"
154;2;15;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";09/01/05;219;4;2;"nein";"nein"
169;5;41;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";04/01/08;188;4;2;"nein";"nein"
166;2;12;"Hohenstücken ";"1. Obergeschoss";61.13;3;"ja";"ja";"nein";"ja";2;"W";12/01/12;132;3;2;"nein";"nein"
132;5;57;"Hohenstücken ";"2. Obergeschoss";60.84;2;"nein";"ja";"nein";"ja";2;"W";02/01/22;19;2;1;"nein";"nein"
132;5;57;"Hohenstücken ";"2. Obergeschoss";60.84;2;"nein";"ja";"nein";"ja";2;"M";01/01/24;0;4;2;"nein";"nein"
169;4;32;"Hohenstücken ";"2. Obergeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"M";11/01/78;541;4;1;"nein";"nein"
206;3;22;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";08/01/91;388;5;1;"nein";"nein"
236;4;34;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";06/01/97;318;4;1;"nein";"nein"
160;3;23;"Hohenstücken ";"4. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";05/01/09;175;4;1;"nein";"nein"
9;3;19;"Hohenstücken ";"4. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";03/01/24;-2;2;2;"nein";"nein"
86;2;9;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";05/01/84;475;4;1;"nein";"nein"
79;2;10;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";09/01/02;255;4;2;"nein";"nein"
51;4;29;"Hohenstücken ";"1. Obergeschoss";61.05;2;"ja";"nein";"nein";"ja";2;"W";04/01/22;20;3;1;"nein";"nein"
29;3;19;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";06/01/12;117;5;1;"nein";"nein"
29;3;19;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";09/01/22;15;4;1;"nein";"nein"
62;2;10;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";08/01/15;100;2;2;"nein";"nein"
92;2;15;"Hohenstücken ";"2. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";11/01/78;541;4;1;"nein";"nein"
1;1;8;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";11/01/13;121;4;2;"nein";"nein"
172;3;22;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";03/01/24;-2;5;1;"nein";"nein"
124;2;14;"Hohenstücken ";"4. Obergeschoss";60.77;2;"nein";"ja";"nein";"ja";2;"W";02/01/24;-1;1;1;"nein";"nein"
114;6;42;"Hohenstücken ";"4. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";02/01/24;-1;2;1;"nein";"ja"
113;4;28;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";01/01/13;131;4;2;"nein";"nein"
125;7;67;"Hohenstücken ";"Erdgeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";01/01/12;143;4;1;"nein";"nein"
113;1;4;"Hohenstücken ";"1. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"M";05/01/18;67;4;2;"nein";"nein"
150;1;2;"Hohenstücken ";"1. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";09/01/18;63;2;3;"nein";"nein"
105;2;114;"Hohenstücken ";"2. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";11/01/10;157;3;3;"nein";"ja"
110;2;19;"Hohenstücken ";"2. Obergeschoss";61.13;3;"ja";"nein";"nein";"ja";2;"W";12/01/19;48;2;4;"nein";"ja"
153;1;18;"Hohenstücken ";"3. Obergeschoss";61.13;3;"nein";"ja";"nein";"ja";2;"W";05/01/13;127;3;3;"nein";"nein"
206;4;34;"Hohenstücken ";"3. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";01/01/19;35;2;4;"nein";"nein"
206;4;34;"Hohenstücken ";"3. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";3;"M";11/01/22;13;3;3;"nein";"nein"
120;8;80;"Hohenstücken ";"4. Obergeschoss";77.72;4;"nein";"ja";"nein";"ja";2;"W";10/01/96;326;4;1;"nein";"nein"
237;3;28;"Hohenstücken ";"Erdgeschoss";34.27;1;"nein";"ja";"nein";"ja";1;"M";11/01/00;277;4;1;"nein";"nein"
159;2;14;"Hohenstücken ";"Erdgeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";08/01/05;190;3;5;"nein";"nein"
64;3;21;"Hohenstücken ";"1. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";09/01/15;99;4;2;"nein";"nein"
130;2;16;"Hohenstücken ";"1. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";12/01/78;526;5;1;"nein";"nein"
87;4;39;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";12/01/78;537;5;1;"nein";"nein"
71;2;9;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";03/01/02;;4;1;"nein";"nein"
165;2;18;"Hohenstücken ";"3. Obergeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"W";07/01/00;268;4;2;"nein";"nein"
147;1;3;"Hohenstücken ";"4. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";10/01/94;350;"\N";1;"nein";"nein"
103;1;43;"Hohenstücken ";"Erdgeschoss";34.37;1;"ja";"ja";"nein";"ja";1;"W";03/01/18;69;4;2;"nein";"nein"
59;2;15;"Hohenstücken ";"Erdgeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"W";02/01/17;52;4;2;"nein";"ja"
152;4;33;"Hohenstücken ";"1. Obergeschoss";50.31;2;"ja";"nein";"nein";"ja";2;"W";09/01/21;27;4;1;"nein";"nein"
109;2;10;"Hohenstücken ";"1. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";11/01/16;85;2;2;"nein";"nein"
57;1;4;"Hohenstücken ";"2. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";02/01/18;70;4;1;"nein";"ja"
242;2;37;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";07/01/92;341;4;1;"nein";"ja"
91;1;3;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";10/01/18;62;3;1;"nein";"nein"
202;2;17;"Hohenstücken ";"3. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";12/01/78;540;5;1;"nein";"nein"
170;2;13;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";06/01/16;90;2;2;"nein";"ja"
116;3;20;"Hohenstücken ";"4. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";12/01/02;252;4;1;"nein";"nein"
128;4;32;"Hohenstücken ";"Erdgeschoss";34.27;1;"nein";"ja";"nein";"ja";1;"W";04/01/06;212;4;1;"nein";"nein"
235;1;1;"Hohenstücken ";"Erdgeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";03/01/18;69;4;2;"nein";"ja"
80;5;33;"Hohenstücken ";"1. Obergeschoss";50.31;2;"ja";"nein";"nein";"ja";2;"W";01/01/11;155;5;1;"nein";"nein"
138;9;86;"Hohenstücken ";"1. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";03/01/99;297;4;1;"nein";"nein"
234;4;34;"Hohenstücken ";"2. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";06/01/18;66;4;1;"nein";"nein"
113;5;36;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";06/01/13;126;3;2;"nein";"nein"
117;1;7;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";10/01/04;230;3;1;"nein";"nein"
144;2;23;"Hohenstücken ";"Erdgeschoss";34.27;1;"ja";"nein";"nein";"ja";1;"W";09/01/17;75;3;1;"nein";"nein"
242;1;15;"Hohenstücken ";"Erdgeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"M";12/01/07;192;4;2;"nein";"nein"
96;6;48;"Hohenstücken ";"1. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";11/01/78;521;"\N";1;"nein";"nein"
96;6;48;"Hohenstücken ";"1. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";05/01/22;8;4;1;"nein";"nein"
162;1;10;"Hohenstücken ";"1. Obergeschoss";61.32;3;"nein";"nein";"nein";"ja";2;"W";02/01/07;202;4;2;"nein";"nein"
52;1;1;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";03/01/16;;3;1;"nein";"nein"
166;1;4;"Hohenstücken ";"4. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";01/01/02;263;3;1;"nein";"nein"
163;3;22;"Hohenstücken ";"Erdgeschoss";34.27;1;"ja";"nein";"nein";"ja";2;"M";10/01/05;214;4;1;"nein";"ja"
149;2;12;"Hohenstücken ";"Erdgeschoss";61.32;3;"ja";"ja";"nein";"ja";2;"W";10/01/18;62;4;2;"nein";"nein"
132;1;14;"Hohenstücken ";"1. Obergeschoss";50.31;2;"ja";"nein";"nein";"ja";2;"M";03/01/10;120;5;2;"nein";"nein"
132;1;14;"Hohenstücken ";"1. Obergeschoss";50.31;2;"ja";"nein";"nein";"ja";2;"W";04/01/20;18;5;1;"nein";"ja"
137;1;4;"Hohenstücken ";"1. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";10/01/07;194;4;2;"nein";"nein"
105;1;65;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";11/01/93;359;4;1;"nein";"nein"
169;6;56;"Hohenstücken ";"3. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";03/01/13;129;3;1;"nein";"nein"
165;3;24;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";04/01/15;103;2;2;"ja";"nein"
59;1;2;"Hohenstücken ";"Erdgeschoss";34.27;1;"ja";"nein";"nein";"ja";2;"M";12/01/20;33;2;2;"nein";"ja"
72;4;32;"Hohenstücken ";"Erdgeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"M";09/01/05;183;5;1;"nein";"nein"
204;3;26;"Hohenstücken ";"1. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"W";11/01/08;181;4;1;"nein";"ja"
71;2;11;"Hohenstücken ";"1. Obergeschoss";61.32;3;"ja";"nein";"nein";"ja";2;"M";11/01/14;109;3;3;"nein";"nein"
120;6;60;"Hohenstücken ";"2. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";12/01/01;234;4;1;"nein";"nein"
3;2;12;"Hohenstücken ";"2. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";01/01/06;215;4;2;"ja";"nein"
124;7;68;"Hohenstücken ";"3. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"W";06/01/16;90;3;1;"nein";"ja"
138;10;91;"Hohenstücken ";"4. Obergeschoss";50.31;2;"nein";"ja";"nein";"ja";2;"M";04/01/18;63;2;3;"nein";"nein"
14;2;14;"Hohenstücken ";"4. Obergeschoss";61.32;3;"nein";"ja";"nein";"ja";2;"M";09/01/18;61;2;4;"nein";"ja"
52;2;13;"Hohenstücken  ";"Erdgeschoss";62.53;3;"ja";"nein";"ja";"ja";3;"W";01/01/07;203;4;3;"nein";"nein"
105;1;66;"Hohenstücken  ";"Erdgeschoss";53.99;2;"ja";"nein";"ja";"ja";2;"M";12/01/78;499;5;2;"nein";"nein"
87;4;45;"Hohenstücken  ";"1. Obergeschoss";78.07;3;"ja";"ja";"ja";"ja";3;"W";12/01/20;36;3;1;"nein";"nein"
120;8;74;"Hohenstücken  ";"1. Obergeschoss";54.07;2;"ja";"nein";"ja";"ja";2;"M";12/01/20;36;4;2;"nein";"nein"
138;6;52;"Hohenstücken  ";"2. Obergeschoss";78.34;3;"ja";"ja";"ja";"ja";3;"W";12/01/20;36;4;2;"nein";"nein"
9;2;9;"Hohenstücken  ";"2. Obergeschoss";54.12;2;"ja";"nein";"ja";"ja";2;"M";12/01/20;36;4;2;"nein";"nein"
57;1;2;"Hohenstücken  ";"3. Obergeschoss";78.52;3;"ja";"ja";"ja";"ja";2;"M";05/01/98;263;4;1;"nein";"nein"
57;1;2;"Hohenstücken  ";"3. Obergeschoss";78.52;3;"ja";"ja";"ja";"ja";3;"W";12/01/20;36;5;1;"nein";"nein"
124;3;25;"Hohenstücken  ";"3. Obergeschoss";53.99;2;"ja";"nein";"ja";"ja";2;"M";12/01/20;33;5;2;"nein";"nein"
124;3;25;"Hohenstücken  ";"3. Obergeschoss";53.99;2;"ja";"nein";"ja";"ja";2;"W";10/01/23;2;5;1;"nein";"nein"
202;3;22;"Hohenstücken  ";"4. Obergeschoss";78.95;4;"nein";"nein";"ja";"ja";3;"M";11/01/12;133;3;3;"nein";"nein"
207;3;29;"Hohenstücken  ";"4. Obergeschoss";53.97;2;"ja";"nein";"ja";"ja";2;"W";12/01/20;36;4;1;"nein";"nein"
103;1;42;"Hohenstücken  ";"Erdgeschoss";62.38;3;"ja";"nein";"ja";"ja";3;"W";03/01/03;249;4;1;"nein";"nein"
76;1;4;"Hohenstücken  ";"Erdgeschoss";54.18;2;"ja";"nein";"ja";"ja";2;"W";01/01/19;14;5;1;"nein";"nein"
76;1;4;"Hohenstücken  ";"Erdgeschoss";54.18;2;"ja";"nein";"ja";"ja";3;"M";12/01/20;36;4;2;"nein";"nein"
210;3;29;"Hohenstücken  ";"1. Obergeschoss";62.46;3;"nein";"ja";"ja";"ja";3;"W";03/01/06;213;4;2;"nein";"nein"
139;2;12;"Hohenstücken  ";"1. Obergeschoss";54.2;2;"ja";"nein";"ja";"ja";2;"M";12/01/20;36;5;2;"nein";"nein"
352;1;1;"Hohenstücken  ";"2. Obergeschoss";61.51;2;"ja";"ja";"ja";"ja";3;"W";12/01/20;36;4;1;"nein";"nein"
204;4;33;"Hohenstücken  ";"2. Obergeschoss";54.17;2;"ja";"nein";"ja";"ja";2;"W";12/01/20;36;4;1;"nein";"nein"
207;3;34;"Hohenstücken  ";"3. Obergeschoss";62.53;3;"nein";"nein";"ja";"ja";3;"W";12/01/78;540;5;1;"nein";"nein"
144;1;18;"Hohenstücken  ";"3. Obergeschoss";54.17;2;"ja";"nein";"ja";"ja";2;"M";12/01/20;32;3;1;"nein";"nein"
144;1;18;"Hohenstücken  ";"3. Obergeschoss";54.17;2;"ja";"nein";"ja";"ja";3;"M";09/01/23;3;2;2;"nein";"nein"
104;1;56;"Hohenstücken  ";"4. Obergeschoss";62.4;3;"nein";"ja";"ja";"ja";3;"W";01/01/10;167;4;1;"nein";"nein"
120;7;69;"Hohenstücken  ";"4. Obergeschoss";58.34;3;"nein";"ja";"ja";"ja";2;"W";01/01/10;167;4;1;"nein";"nein"
95;4;29;"Hohenstücken  ";"Erdgeschoss";62.37;3;"nein";"nein";"ja";"ja";3;"W";06/01/07;198;4;1;"nein";"nein"
162;1;5;"Hohenstücken  ";"Erdgeschoss";53.26;2;"ja";"nein";"ja";"ja";2;"W";12/01/20;36;4;1;"nein";"nein"
11;2;16;"Hohenstücken  ";"1. Obergeschoss";62.16;3;"ja";"nein";"ja";"ja";2;"W";07/01/12;91;3;1;"nein";"ja"
11;2;16;"Hohenstücken  ";"1. Obergeschoss";62.16;3;"ja";"nein";"ja";"ja";3;"M";08/01/20;40;5;2;"nein";"nein"
61;1;8;"Hohenstücken  ";"1. Obergeschoss";53.27;2;"nein";"ja";"ja";"ja";2;"W";12/01/20;36;3;1;"nein";"nein"
100;2;13;"Hohenstücken  ";"2. Obergeschoss";62.35;3;"nein";"nein";"ja";"ja";3;"M";07/01/14;113;4;1;"nein";"nein"
169;2;11;"Hohenstücken  ";"2. Obergeschoss";53.57;2;"ja";"nein";"ja";"ja";2;"W";12/01/20;36;"\N";1;"nein";"nein"
179;4;38;"Hohenstücken  ";"3. Obergeschoss";115.7;5;"ja";"ja";"ja";"ja";4;"M";12/01/20;36;3;4;"nein";"ja"
110;4;43;"Hohenstücken  ";"4. Obergeschoss";116.23;4;"ja";"ja";"ja";"ja";4;"M";12/01/20;36;3;4;"nein";"nein"
137;2;16;"Hohenstücken ";"Erdgeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"M";12/01/78;540;5;1;"nein";"nein"
74;1;7;"Hohenstücken ";"Erdgeschoss";66.23;3;"nein";"ja";"nein";"ja";2;"W";12/01/78;540;4;1;"nein";"nein"
126;6;51;"Hohenstücken ";"1. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"M";07/01/11;149;4;2;"nein";"nein"
123;4;132;"Hohenstücken ";"1. Obergeschoss";93.1;5;"nein";"ja";"nein";"ja";3;"M";08/01/13;124;4;3;"ja";"nein"
103;1;16;"Hohenstücken ";"2. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"M";08/01/89;412;4;1;"nein";"nein"
103;2;131;"Hohenstücken ";"2. Obergeschoss";93.1;5;"nein";"ja";"nein";"ja";3;"W";05/01/03;;4;3;"nein";"nein"
80;3;22;"Hohenstücken ";"3. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";3;"W";09/01/20;7;2;1;"nein";"ja"
80;3;22;"Hohenstücken ";"3. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";3;"M";05/01/21;31;2;1;"nein";"nein"
179;2;20;"Hohenstücken ";"3. Obergeschoss";93.1;5;"nein";"ja";"nein";"ja";3;"M";06/01/06;210;4;5;"nein";"nein"
133;2;11;"Hohenstücken ";"4. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";3;"M";04/01/20;44;2;3;"nein";"nein"
106;1;101;"Hohenstücken ";"4. Obergeschoss";93.1;5;"nein";"ja";"nein";"ja";3;"W";03/01/07;201;3;3;"nein";"nein"
65;2;16;"Hohenstücken ";"Erdgeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"W";12/01/78;540;4;2;"nein";"nein"
54;3;26;"Hohenstücken ";"Erdgeschoss";66.23;3;"nein";"ja";"nein";"ja";2;"M";12/01/78;532;4;1;"nein";"ja"
54;3;26;"Hohenstücken ";"Erdgeschoss";66.23;3;"nein";"ja";"nein";"ja";2;"W";05/01/23;7;4;1;"nein";"nein"
113;1;6;"Hohenstücken ";"1. Obergeschoss";65.83;3;"nein";"ja";"nein";"ja";2;"W";04/01/16;92;3;3;"ja";"nein"
